State,female,Race,Citizen,Income,Profession
North Carolina,1,Black,FALSE,28042,PrivateWork
North Carolina,1,Hispanic,TRUE,49453,PublicWork
North Carolina,1,Black,TRUE,17424,Unemployment
North Carolina,1,Black,TRUE,20015,Unemployment
North Carolina,1,Hispanic,FALSE,33486,PublicWork
North Carolina,1,Hispanic,FALSE,51488,Unemployment
North Carolina,1,Hispanic,TRUE,55293,PrivateWork
North Carolina,1,White,TRUE,52845,SelfEmployed
North Carolina,1,White,TRUE,71111,PrivateWork
North Carolina,1,Black,TRUE,33060,Unemployment
North Carolina,1,Hispanic,TRUE,26481,SelfEmployed
North Carolina,1,Black,TRUE,34630,PublicWork
North Carolina,1,Hispanic,FALSE,49414,SelfEmployed
North Carolina,1,Asian,FALSE,41310,SelfEmployed
North Carolina,1,Asian,FALSE,45343,SelfEmployed
North Carolina,1,Hispanic,TRUE,31639,PrivateWork
North Carolina,1,Hispanic,TRUE,24833,Unemployment
North Carolina,1,Hispanic,TRUE,36297,PrivateWork
North Carolina,1,White,TRUE,36841,PrivateWork
North Carolina,1,Hispanic,TRUE,29821,SelfEmployed
North Carolina,1,Black,FALSE,45139,PublicWork
North Carolina,1,Hispanic,TRUE,23445,Unemployment
North Carolina,1,Black,TRUE,26667,Unemployment
North Carolina,1,Native,TRUE,23845,SelfEmployed
North Carolina,1,Native,FALSE,16064,Unemployment
North Carolina,1,Native,TRUE,34671,PrivateWork
North Carolina,1,Native,TRUE,23429,PrivateWork
North Carolina,1,Native,TRUE,46625,PublicWork
North Carolina,1,Native,FALSE,26366,PrivateWork
North Carolina,1,Native,TRUE,52759,PrivateWork
North Carolina,1,Native,TRUE,36935,PrivateWork
North Carolina,1,Native,FALSE,29344,PublicWork
North Carolina,1,Native,TRUE,30000,SelfEmployed
North Carolina,1,Native,FALSE,31518,PublicWork
North Carolina,1,Native,TRUE,20552,Unemployment
North Carolina,1,Black,TRUE,22377,PrivateWork
North Carolina,1,Black,FALSE,30774,Unemployment
North Carolina,1,Asian,FALSE,29318,PrivateWork
North Carolina,1,Hispanic,TRUE,40479,PrivateWork
North Carolina,1,Hispanic,TRUE,21867,Unemployment
North Carolina,1,Hispanic,TRUE,20545,Unemployment
North Carolina,1,Asian,TRUE,51000,SelfEmployed
North Carolina,1,Hispanic,TRUE,49087,Unemployment
North Carolina,1,Hispanic,FALSE,41303,PrivateWork
North Carolina,1,Hispanic,TRUE,46932,PrivateWork
North Carolina,1,Black,FALSE,45355,Unemployment
North Carolina,1,Asian,FALSE,36500,SelfEmployed
North Carolina,1,Hispanic,FALSE,38462,Unemployment
North Carolina,1,Hispanic,TRUE,23027,PrivateWork
North Carolina,1,Native,TRUE,30361,SelfEmployed
North Carolina,1,Hispanic,TRUE,35755,PublicWork
North Carolina,1,Native,TRUE,31500,PrivateWork
North Carolina,1,Native,FALSE,44435,PrivateWork
North Carolina,1,Native,TRUE,30061,PublicWork
North Carolina,1,Native,TRUE,16886,Unemployment
North Carolina,1,Native,TRUE,23246,Unemployment
North Carolina,1,Black,FALSE,43947,PrivateWork
North Carolina,1,Hispanic,TRUE,23692,SelfEmployed
North Carolina,1,Asian,FALSE,43820,PrivateWork
North Carolina,1,Asian,TRUE,31055,SelfEmployed
North Carolina,1,Hispanic,TRUE,23571,SelfEmployed
North Carolina,1,Hispanic,TRUE,40326,PrivateWork
North Carolina,1,Asian,FALSE,30505,PrivateWork
North Carolina,1,Native,TRUE,28090,SelfEmployed
North Carolina,1,Asian,FALSE,43279,SelfEmployed
North Carolina,1,Native,FALSE,39177,SelfEmployed
North Carolina,1,Asian,TRUE,55041,SelfEmployed
North Carolina,1,White,TRUE,62273,PrivateWork
North Carolina,1,White,TRUE,66429,PrivateWork
North Carolina,1,Hispanic,TRUE,30450,PrivateWork
North Carolina,1,Hispanic,TRUE,52992,PrivateWork
North Carolina,1,Hispanic,TRUE,51148,PrivateWork
North Carolina,1,Hispanic,FALSE,41494,PublicWork
North Carolina,1,White,FALSE,41213,PublicWork
North Carolina,1,Black,TRUE,16209,Unemployment
North Carolina,1,Hispanic,TRUE,19286,Unemployment
North Carolina,1,Hispanic,TRUE,32019,SelfEmployed
North Carolina,1,Black,FALSE,66875,PrivateWork
North Carolina,1,Black,FALSE,48000,SelfEmployed
North Carolina,1,Black,FALSE,30745,PrivateWork
North Carolina,1,Hispanic,TRUE,27585,Unemployment
North Carolina,1,Hispanic,TRUE,19368,PrivateWork
North Carolina,1,White,FALSE,49010,SelfEmployed
North Carolina,1,Hispanic,TRUE,36366,Unemployment
North Carolina,1,Hispanic,TRUE,31734,PublicWork
North Carolina,1,Hispanic,TRUE,42201,Unemployment
North Carolina,1,White,FALSE,57386,PrivateWork
North Carolina,1,White,FALSE,71824,PrivateWork
North Carolina,1,White,TRUE,56210,PrivateWork
North Carolina,1,Hispanic,TRUE,69543,PrivateWork
North Carolina,1,Hispanic,TRUE,77054,SelfEmployed
North Carolina,1,White,TRUE,51791,PrivateWork
North Carolina,1,Hispanic,TRUE,49994,SelfEmployed
North Carolina,1,Hispanic,TRUE,60347,SelfEmployed
North Carolina,1,Hispanic,TRUE,57594,PublicWork
North Carolina,1,White,TRUE,67075,PublicWork
North Carolina,1,White,FALSE,118125,PrivateWork
North Carolina,1,Hispanic,TRUE,66292,SelfEmployed
North Carolina,1,White,TRUE,129200,SelfEmployed
North Carolina,1,White,TRUE,94489,PrivateWork
North Carolina,1,White,TRUE,82078,PrivateWork
North Carolina,1,White,TRUE,73750,PrivateWork
North Carolina,1,White,TRUE,59955,SelfEmployed
North Carolina,1,White,TRUE,97670,PrivateWork
North Carolina,1,White,TRUE,140417,PrivateWork
North Carolina,1,White,TRUE,70691,PrivateWork
North Carolina,1,Black,FALSE,56765,PrivateWork
North Carolina,1,White,FALSE,62911,PrivateWork
North Carolina,1,Asian,TRUE,92955,PrivateWork
North Carolina,1,White,TRUE,76361,PrivateWork
North Carolina,1,White,FALSE,76509,PrivateWork
North Carolina,1,White,TRUE,88816,SelfEmployed
North Carolina,1,Black,FALSE,73388,PrivateWork
North Carolina,1,White,TRUE,39896,PrivateWork
North Carolina,1,Asian,TRUE,162961,SelfEmployed
North Carolina,1,Hispanic,TRUE,46239,SelfEmployed
North Carolina,1,Hispanic,TRUE,100345,FamilyWork
North Carolina,1,White,TRUE,79845,PrivateWork
North Carolina,1,White,TRUE,67059,PrivateWork
North Carolina,1,Asian,FALSE,72946,PrivateWork
North Carolina,1,White,TRUE,32339,PrivateWork
North Carolina,1,Hispanic,TRUE,58642,PublicWork
North Carolina,1,Hispanic,TRUE,48163,PrivateWork
North Carolina,1,Hispanic,TRUE,85909,SelfEmployed
North Carolina,1,Hispanic,TRUE,80565,SelfEmployed
North Carolina,1,Hispanic,TRUE,62537,PublicWork
North Carolina,1,Hispanic,TRUE,121064,PrivateWork
North Carolina,1,Black,TRUE,55682,PrivateWork
North Carolina,1,White,TRUE,103750,SelfEmployed
North Carolina,1,Hispanic,FALSE,44615,PublicWork
North Carolina,1,Hispanic,TRUE,31220,PublicWork
North Carolina,1,Hispanic,FALSE,26912,Unemployment
North Carolina,1,Black,FALSE,29246,Unemployment
North Carolina,1,Asian,FALSE,50987,SelfEmployed
North Carolina,1,Black,TRUE,70656,PublicWork
North Carolina,1,Hispanic,TRUE,30703,Unemployment
North Carolina,1,Hispanic,TRUE,27196,Unemployment
North Carolina,1,Hispanic,FALSE,29562,SelfEmployed
North Carolina,1,Black,TRUE,42569,PublicWork
North Carolina,1,White,TRUE,41786,Unemployment
North Carolina,1,Hispanic,TRUE,27248,Unemployment
North Carolina,1,Black,TRUE,23295,Unemployment
North Carolina,1,Black,TRUE,22560,Unemployment
North Carolina,1,Hispanic,TRUE,27639,Unemployment
North Carolina,1,Hispanic,TRUE,22288,PrivateWork
North Carolina,1,Hispanic,TRUE,30546,SelfEmployed
North Carolina,1,Asian,FALSE,36620,SelfEmployed
North Carolina,1,Hispanic,TRUE,23117,Unemployment
North Carolina,1,Hispanic,FALSE,38357,PrivateWork
North Carolina,1,Asian,FALSE,73238,PrivateWork
North Carolina,1,White,FALSE,49176,PublicWork
North Carolina,1,Hispanic,TRUE,20949,Unemployment
North Carolina,1,Hispanic,TRUE,13456,Unemployment
North Carolina,1,Hispanic,TRUE,31042,Unemployment
North Carolina,1,Black,FALSE,43975,PrivateWork
North Carolina,1,Hispanic,TRUE,28700,PrivateWork
North Carolina,1,Hispanic,TRUE,31932,SelfEmployed
North Carolina,1,Hispanic,FALSE,34183,PublicWork
North Dakota,1,Native,FALSE,46034,PrivateWork
North Dakota,1,Asian,FALSE,56397,FamilyWork
North Dakota,1,Asian,FALSE,63775,PrivateWork
North Dakota,1,Native,FALSE,45788,PrivateWork
North Dakota,1,Asian,FALSE,71629,PublicWork
North Dakota,1,Native,FALSE,38110,PrivateWork
North Dakota,1,Hispanic,FALSE,32857,PrivateWork
North Dakota,1,White,TRUE,41547,PrivateWork
North Dakota,1,Native,FALSE,59010,PrivateWork
North Dakota,1,White,TRUE,55257,PrivateWork
North Dakota,1,Native,FALSE,48583,SelfEmployed
North Dakota,1,Native,FALSE,40625,FamilyWork
North Dakota,1,Native,FALSE,55179,FamilyWork
North Dakota,1,Native,TRUE,41438,SelfEmployed
North Dakota,1,Asian,FALSE,44712,SelfEmployed
North Dakota,1,Hispanic,TRUE,62118,SelfEmployed
Ohio,1,Asian,TRUE,38450,PrivateWork
Ohio,1,Asian,FALSE,67901,PrivateWork
Ohio,1,Asian,FALSE,66926,PrivateWork
Ohio,1,White,TRUE,65375,PrivateWork
Ohio,1,Black,TRUE,24219,Unemployment
Ohio,1,Black,TRUE,16528,PrivateWork
Ohio,1,Black,TRUE,24868,Unemployment
Ohio,1,Asian,FALSE,50222,PrivateWork
Ohio,1,Asian,FALSE,55321,PrivateWork
Ohio,1,Asian,FALSE,25427,FamilyWork
Ohio,1,Asian,FALSE,29660,PrivateWork
Ohio,1,Hispanic,TRUE,21571,Unemployment
Ohio,1,Asian,FALSE,35757,PrivateWork
Ohio,1,Asian,FALSE,47618,PrivateWork
Ohio,1,Asian,TRUE,33569,PublicWork
Ohio,1,White,FALSE,35769,PublicWork
Ohio,1,White,FALSE,12000,PublicWork
Ohio,1,Asian,FALSE,46757,PrivateWork
Ohio,1,Asian,TRUE,38159,PrivateWork
Ohio,1,Asian,TRUE,74423,PrivateWork
Ohio,1,Asian,FALSE,39453,PrivateWork
Ohio,1,Asian,TRUE,27995,PrivateWork
Ohio,1,Asian,TRUE,30290,PrivateWork
Ohio,1,Asian,FALSE,41121,SelfEmployed
Ohio,1,Asian,TRUE,48750,PrivateWork
Ohio,1,Hispanic,TRUE,39229,PrivateWork
Ohio,1,Asian,TRUE,37712,Unemployment
Ohio,1,Asian,FALSE,43700,PrivateWork
Ohio,1,Asian,TRUE,46923,PrivateWork
Ohio,1,Asian,TRUE,30856,PrivateWork
Ohio,1,Asian,FALSE,60510,PrivateWork
Ohio,1,White,FALSE,18500,PublicWork
Ohio,1,Native,FALSE,60531,PrivateWork
Ohio,1,Asian,FALSE,70664,PrivateWork
Ohio,1,Hispanic,TRUE,40078,PrivateWork
Ohio,1,White,TRUE,74519,PrivateWork
Ohio,1,White,TRUE,88250,PrivateWork
Ohio,1,Asian,TRUE,67784,PrivateWork
Ohio,1,Asian,FALSE,55342,PrivateWork
Ohio,1,Asian,FALSE,47274,Unemployment
Ohio,1,Asian,TRUE,47648,PrivateWork
Ohio,1,Hispanic,TRUE,26971,Unemployment
Ohio,1,Hispanic,TRUE,24375,Unemployment
Ohio,1,Hispanic,TRUE,30694,Unemployment
Ohio,1,Asian,FALSE,27242,PrivateWork
Ohio,1,Hispanic,TRUE,27122,PrivateWork
Ohio,1,Hispanic,TRUE,21654,Unemployment
Ohio,1,Asian,FALSE,49574,PrivateWork
Ohio,1,Asian,FALSE,42474,PrivateWork
Ohio,1,Asian,FALSE,34292,PrivateWork
Ohio,1,Hispanic,TRUE,25550,Unemployment
Ohio,1,Hispanic,TRUE,28897,PrivateWork
Ohio,1,Black,FALSE,39155,PrivateWork
Ohio,1,Black,TRUE,22486,Unemployment
Ohio,1,Asian,FALSE,28980,Unemployment
Ohio,1,Asian,FALSE,34609,PrivateWork
Ohio,1,Asian,FALSE,32625,PrivateWork
Ohio,1,Asian,FALSE,47419,PrivateWork
Ohio,1,Asian,FALSE,37474,FamilyWork
Ohio,1,Asian,FALSE,50786,PrivateWork
Ohio,1,Asian,FALSE,53969,PrivateWork
Ohio,1,Asian,FALSE,63259,SelfEmployed
Ohio,1,Asian,TRUE,44500,PrivateWork
Ohio,1,Asian,TRUE,88250,SelfEmployed
Ohio,1,Asian,FALSE,31294,SelfEmployed
Ohio,1,Asian,FALSE,61691,PrivateWork
Ohio,1,Asian,FALSE,,PublicWork
Ohio,1,Asian,FALSE,51116,PrivateWork
Ohio,1,Asian,TRUE,54191,PrivateWork
Ohio,1,Asian,FALSE,44675,SelfEmployed
Ohio,1,Asian,FALSE,41063,PrivateWork
Ohio,1,Asian,FALSE,49872,PrivateWork
Ohio,1,Asian,TRUE,27479,PrivateWork
Ohio,1,Asian,FALSE,41024,PrivateWork
Ohio,1,Asian,FALSE,41496,PrivateWork
Ohio,1,Asian,FALSE,59933,PrivateWork
Ohio,1,Asian,TRUE,36893,PrivateWork
Ohio,1,Asian,FALSE,33508,Unemployment
Ohio,1,Asian,FALSE,33342,PrivateWork
Ohio,1,Asian,FALSE,22083,Unemployment
Ohio,1,Asian,FALSE,42209,Unemployment
Ohio,1,Asian,FALSE,38170,PrivateWork
Ohio,1,Asian,TRUE,29233,SelfEmployed
Ohio,1,Asian,FALSE,42813,PrivateWork
Ohio,1,White,TRUE,28043,PrivateWork
Ohio,1,Hispanic,TRUE,20500,Unemployment
Ohio,1,Hispanic,TRUE,27862,Unemployment
Ohio,1,Hispanic,TRUE,35982,PrivateWork
Ohio,1,Hispanic,TRUE,28986,PrivateWork
Ohio,1,Hispanic,TRUE,18099,Unemployment
Ohio,1,Hispanic,TRUE,,Unemployment
Ohio,1,Hispanic,FALSE,27328,Unemployment
Ohio,1,Asian,FALSE,74605,PrivateWork
Ohio,1,Hispanic,TRUE,29457,PrivateWork
Ohio,1,Hispanic,TRUE,24631,Unemployment
Ohio,1,Hispanic,TRUE,23679,Unemployment
Ohio,1,Hispanic,FALSE,15373,Unemployment
Ohio,1,Hispanic,FALSE,60625,PrivateWork
Ohio,1,Black,TRUE,9587,Unemployment
Ohio,1,Black,TRUE,10237,Unemployment
Ohio,1,Black,TRUE,7215,Unemployment
Ohio,1,Hispanic,TRUE,26705,Unemployment
Ohio,1,Hispanic,TRUE,23444,Unemployment
Ohio,1,Black,TRUE,22568,Unemployment
Ohio,1,Native,TRUE,14069,Unemployment
Ohio,1,Hispanic,TRUE,17303,Unemployment
Ohio,1,Black,TRUE,23043,PrivateWork
Ohio,1,Black,TRUE,15179,Unemployment
Ohio,1,Hispanic,FALSE,40547,PublicWork
Ohio,1,Black,TRUE,12417,Unemployment
Ohio,1,Black,TRUE,15813,Unemployment
Ohio,1,Black,TRUE,17018,Unemployment
Ohio,1,Black,TRUE,11417,Unemployment
Ohio,1,Black,TRUE,4470,Unemployment
Ohio,1,Black,FALSE,17738,PrivateWork
Ohio,1,Native,TRUE,11786,Unemployment
Ohio,1,Hispanic,TRUE,18873,Unemployment
Ohio,1,Black,TRUE,27079,Unemployment
Ohio,1,Black,TRUE,15227,Unemployment
Ohio,1,Black,FALSE,20188,Unemployment
Ohio,1,Black,TRUE,20868,Unemployment
Ohio,1,Black,FALSE,24074,Unemployment
Ohio,1,Black,FALSE,21554,Unemployment
Ohio,1,Black,FALSE,21875,Unemployment
Ohio,1,Black,FALSE,9940,Unemployment
Ohio,1,Black,TRUE,24333,PrivateWork
Ohio,1,Black,TRUE,22422,Unemployment
Ohio,1,Black,TRUE,28530,PrivateWork
Ohio,1,Black,FALSE,26979,Unemployment
Ohio,1,White,TRUE,20323,Unemployment
Ohio,1,Black,TRUE,18990,Unemployment
Ohio,1,Black,FALSE,28333,Unemployment
Ohio,1,Native,TRUE,9287,Unemployment
Ohio,1,Black,TRUE,25804,Unemployment
Ohio,1,Black,FALSE,18264,Unemployment
Ohio,1,Black,TRUE,13442,Unemployment
Ohio,1,White,TRUE,30840,SelfEmployed
Ohio,1,Hispanic,FALSE,26130,PublicWork
Ohio,1,Black,FALSE,16098,Unemployment
Ohio,1,Black,FALSE,18516,Unemployment
Ohio,1,Black,FALSE,20865,Unemployment
Ohio,1,Black,FALSE,21214,Unemployment
Ohio,1,Black,FALSE,26183,PrivateWork
Ohio,1,Black,FALSE,28209,Unemployment
Ohio,1,Black,TRUE,20942,Unemployment
Ohio,1,Black,TRUE,22350,Unemployment
Ohio,1,Black,TRUE,20563,Unemployment
Ohio,1,Black,FALSE,21627,Unemployment
Ohio,1,Black,FALSE,31108,Unemployment
Ohio,1,Black,FALSE,37464,Unemployment
Ohio,1,Black,FALSE,36667,Unemployment
Ohio,1,Black,FALSE,30873,Unemployment
Ohio,1,Black,FALSE,27426,Unemployment
Ohio,1,Black,FALSE,27241,Unemployment
Ohio,1,White,FALSE,68906,PrivateWork
Ohio,1,Hispanic,TRUE,15417,Unemployment
Ohio,1,Hispanic,TRUE,37604,SelfEmployed
Ohio,1,Hispanic,TRUE,38715,PrivateWork
Ohio,1,White,TRUE,43523,PrivateWork
Ohio,1,Black,TRUE,27030,Unemployment
Ohio,1,Asian,FALSE,74076,PrivateWork
Ohio,1,White,TRUE,83158,SelfEmployed
Ohio,1,White,FALSE,64783,SelfEmployed
Ohio,1,Black,FALSE,37809,PrivateWork
Ohio,1,Black,FALSE,30803,PrivateWork
Ohio,1,Hispanic,FALSE,27448,PrivateWork
Ohio,1,Hispanic,FALSE,47011,PrivateWork
Ohio,1,Asian,FALSE,43013,PrivateWork
Ohio,1,White,TRUE,65560,PrivateWork
Ohio,1,Asian,FALSE,45441,PrivateWork
Ohio,1,White,FALSE,47991,PrivateWork
Ohio,1,Black,TRUE,40938,Unemployment
Ohio,1,Black,TRUE,41582,PrivateWork
Ohio,1,Black,FALSE,55227,PrivateWork
Ohio,1,Black,TRUE,39750,Unemployment
Ohio,1,Black,TRUE,46544,PrivateWork
Ohio,1,White,TRUE,42099,PrivateWork
Ohio,1,White,FALSE,60370,PrivateWork
Ohio,1,White,TRUE,108289,SelfEmployed
Ohio,1,Black,TRUE,58750,PrivateWork
Ohio,1,Black,FALSE,79792,PrivateWork
Ohio,1,Black,FALSE,23988,Unemployment
Ohio,1,Black,TRUE,21691,Unemployment
Ohio,1,Black,FALSE,18525,Unemployment
Ohio,1,Black,FALSE,14656,Unemployment
Ohio,1,Black,FALSE,12173,PrivateWork
Ohio,1,Black,TRUE,17500,Unemployment
Ohio,1,Black,TRUE,42315,PrivateWork
Ohio,1,Black,FALSE,30038,Unemployment
Ohio,1,Black,FALSE,36991,PrivateWork
Ohio,1,Black,FALSE,44148,Unemployment
Ohio,1,Black,TRUE,40705,PublicWork
Ohio,1,Black,FALSE,21625,Unemployment
Ohio,1,Black,FALSE,15550,PrivateWork
Ohio,1,Black,TRUE,37083,PublicWork
Ohio,1,Black,FALSE,55877,PublicWork
Ohio,1,Asian,FALSE,46014,PrivateWork
Ohio,1,Hispanic,TRUE,39219,Unemployment
Ohio,1,Black,FALSE,24688,Unemployment
Ohio,1,Black,FALSE,36114,PrivateWork
Ohio,1,Black,FALSE,39590,PrivateWork
Ohio,1,Black,FALSE,44007,PrivateWork
Ohio,1,Black,FALSE,50556,PrivateWork
Ohio,1,Black,FALSE,33224,Unemployment
Ohio,1,Hispanic,FALSE,44357,PrivateWork
Ohio,1,Asian,TRUE,50030,PrivateWork
Ohio,1,Asian,FALSE,51429,PrivateWork
Ohio,1,Black,FALSE,33434,Unemployment
Ohio,1,Black,TRUE,41469,Unemployment
Ohio,1,Hispanic,FALSE,34297,PublicWork
Ohio,1,Black,FALSE,37305,FamilyWork
Ohio,1,White,FALSE,43614,PrivateWork
Ohio,1,Asian,TRUE,47162,PrivateWork
Ohio,1,White,TRUE,36347,SelfEmployed
Ohio,1,White,TRUE,55897,PrivateWork
Ohio,1,Hispanic,FALSE,54537,PrivateWork
Ohio,1,Hispanic,FALSE,63255,PrivateWork
Ohio,1,Asian,FALSE,58971,PrivateWork
Ohio,1,Hispanic,FALSE,55559,PrivateWork
Ohio,1,Asian,FALSE,47500,PrivateWork
Ohio,1,White,FALSE,52902,PrivateWork
Ohio,1,Asian,FALSE,61250,PrivateWork
Ohio,1,Asian,FALSE,71875,PrivateWork
Ohio,1,Asian,TRUE,60602,PrivateWork
Ohio,1,White,FALSE,41308,PrivateWork
Ohio,1,White,FALSE,40134,PrivateWork
Ohio,1,Hispanic,TRUE,63906,PrivateWork
Ohio,1,Asian,FALSE,56429,PrivateWork
Ohio,1,White,FALSE,40391,PrivateWork
Ohio,1,Asian,FALSE,43368,PrivateWork
Ohio,1,Asian,FALSE,56075,PrivateWork
Ohio,1,White,FALSE,138594,SelfEmployed
Ohio,1,White,FALSE,61000,PrivateWork
Ohio,1,Black,FALSE,60052,PrivateWork
Ohio,1,Hispanic,FALSE,33673,PrivateWork
Ohio,1,Asian,FALSE,98571,SelfEmployed
Ohio,1,Asian,FALSE,53536,PrivateWork
Ohio,1,White,TRUE,172656,PrivateWork
Ohio,1,Black,FALSE,50714,SelfEmployed
Ohio,1,White,FALSE,51514,PrivateWork
Ohio,1,Black,TRUE,32419,PrivateWork
Ohio,1,Black,TRUE,48691,PrivateWork
Ohio,1,White,TRUE,77333,SelfEmployed
Ohio,1,Black,TRUE,54130,SelfEmployed
Ohio,1,White,TRUE,86468,PrivateWork
Ohio,1,White,TRUE,63750,PrivateWork
Ohio,1,Black,TRUE,60225,Unemployment
Ohio,1,Black,FALSE,49453,PrivateWork
Ohio,1,White,TRUE,62097,SelfEmployed
Ohio,1,Black,TRUE,37153,PublicWork
Ohio,1,Black,FALSE,71875,PrivateWork
Ohio,1,White,FALSE,81567,PrivateWork
Ohio,1,White,TRUE,114087,PrivateWork
Ohio,1,Black,TRUE,46867,PrivateWork
Ohio,1,Black,FALSE,82712,PrivateWork
Ohio,1,Black,FALSE,35290,PublicWork
Ohio,1,Black,FALSE,31164,PrivateWork
Ohio,1,Black,FALSE,34702,Unemployment
Ohio,1,Black,TRUE,36313,Unemployment
Ohio,1,White,FALSE,83649,PrivateWork
Ohio,1,White,TRUE,95791,PrivateWork
Ohio,1,Asian,FALSE,66080,PrivateWork
Ohio,1,Asian,FALSE,36976,PrivateWork
Ohio,1,Hispanic,FALSE,84904,PublicWork
Ohio,1,Asian,FALSE,60313,SelfEmployed
Ohio,1,Asian,FALSE,66389,PrivateWork
Ohio,1,White,FALSE,68191,SelfEmployed
Ohio,1,White,TRUE,39167,PrivateWork
Ohio,1,White,TRUE,116250,PrivateWork
Ohio,1,Asian,FALSE,66227,PrivateWork
Ohio,1,Black,TRUE,21522,Unemployment
Ohio,1,Hispanic,FALSE,21515,Unemployment
Ohio,1,Asian,FALSE,37304,PrivateWork
Ohio,1,Asian,FALSE,41827,PrivateWork
Ohio,1,Asian,TRUE,64821,PrivateWork
Ohio,1,Asian,TRUE,25000,SelfEmployed
Ohio,1,White,TRUE,69196,PrivateWork
Ohio,1,White,TRUE,123125,PrivateWork
Ohio,1,White,TRUE,70978,PrivateWork
Ohio,1,Asian,FALSE,61679,SelfEmployed
Ohio,1,Pacific,FALSE,26020,PrivateWork
Ohio,1,Hispanic,FALSE,30000,PrivateWork
Ohio,1,Hispanic,TRUE,38594,PrivateWork
Ohio,1,Hispanic,FALSE,50735,SelfEmployed
Ohio,1,Asian,FALSE,40764,PrivateWork
Ohio,1,Asian,TRUE,36173,PrivateWork
Ohio,1,Asian,FALSE,31301,Unemployment
Ohio,1,White,TRUE,57009,PrivateWork
Ohio,1,Asian,TRUE,29850,PrivateWork
Ohio,1,Asian,TRUE,42644,PrivateWork
Ohio,1,White,FALSE,90948,SelfEmployed
Ohio,1,Black,TRUE,26277,Unemployment
Ohio,1,Black,TRUE,26435,Unemployment
Ohio,1,Black,TRUE,15368,Unemployment
Ohio,1,Black,TRUE,32619,Unemployment
Ohio,1,Black,FALSE,31944,Unemployment
Ohio,1,Hispanic,TRUE,23203,PrivateWork
Ohio,1,Hispanic,TRUE,25911,Unemployment
Ohio,1,Pacific,TRUE,26707,Unemployment
Ohio,1,Black,FALSE,60357,PrivateWork
Ohio,1,Black,FALSE,27940,PrivateWork
Ohio,1,Asian,FALSE,51364,PublicWork
Ohio,1,Hispanic,TRUE,26734,SelfEmployed
Ohio,1,Black,TRUE,19479,Unemployment
Ohio,1,Black,TRUE,29643,Unemployment
Ohio,1,Black,TRUE,26442,Unemployment
Ohio,1,Black,TRUE,28480,Unemployment
Ohio,1,White,TRUE,76422,SelfEmployed
Ohio,1,White,TRUE,57650,PrivateWork
Ohio,1,White,FALSE,128700,PrivateWork
Ohio,1,White,TRUE,70406,SelfEmployed
Ohio,1,White,TRUE,51822,SelfEmployed
Ohio,1,White,FALSE,45265,PrivateWork
Ohio,1,White,TRUE,92266,PublicWork
Ohio,1,Asian,TRUE,105903,PublicWork
Ohio,1,Asian,TRUE,72685,SelfEmployed
Ohio,1,Asian,TRUE,81402,SelfEmployed
Ohio,1,Hispanic,FALSE,35847,SelfEmployed
Ohio,1,Asian,FALSE,72404,PrivateWork
Ohio,1,Hispanic,TRUE,51216,PrivateWork
Ohio,1,Asian,FALSE,91136,SelfEmployed
Ohio,1,Hispanic,TRUE,56992,PrivateWork
Ohio,1,Hispanic,FALSE,65357,PrivateWork
Ohio,1,White,TRUE,71439,PrivateWork
Ohio,1,Hispanic,FALSE,40511,PrivateWork
Ohio,1,White,TRUE,63856,PrivateWork
Ohio,1,White,FALSE,58690,PrivateWork
Ohio,1,White,TRUE,72188,PrivateWork
Ohio,1,White,FALSE,66329,PrivateWork
Ohio,1,White,FALSE,71848,PublicWork
Ohio,1,White,TRUE,93266,PrivateWork
Ohio,1,Black,TRUE,21926,Unemployment
Ohio,1,Black,TRUE,35804,Unemployment
Ohio,1,Hispanic,TRUE,21146,Unemployment
Ohio,1,Hispanic,TRUE,31476,PrivateWork
Ohio,1,Black,TRUE,21217,SelfEmployed
Ohio,1,Black,FALSE,39205,PublicWork
Ohio,1,White,TRUE,34702,PrivateWork
Ohio,1,White,TRUE,27702,PrivateWork
Ohio,1,Asian,FALSE,35846,PrivateWork
Ohio,1,Hispanic,TRUE,36100,PrivateWork
Ohio,1,White,TRUE,44370,PrivateWork
Ohio,1,White,TRUE,65173,PrivateWork
Ohio,1,Hispanic,TRUE,28321,PrivateWork
Ohio,1,Hispanic,TRUE,33224,PrivateWork
Ohio,1,Hispanic,TRUE,33971,PrivateWork
Ohio,1,White,TRUE,40417,PrivateWork
Ohio,1,White,FALSE,30631,FamilyWork
Ohio,1,White,TRUE,40981,PrivateWork
Ohio,1,Black,FALSE,26577,Unemployment
Ohio,1,Black,TRUE,31793,PrivateWork
Ohio,1,Asian,FALSE,67301,PrivateWork
Ohio,1,White,TRUE,29472,PrivateWork
Ohio,1,Hispanic,TRUE,32200,PrivateWork
Ohio,1,Hispanic,TRUE,45395,PrivateWork
Ohio,1,Hispanic,TRUE,41250,PrivateWork
Ohio,1,White,TRUE,40746,PrivateWork
Ohio,1,Hispanic,TRUE,41713,PrivateWork
Ohio,1,Hispanic,TRUE,29338,PrivateWork
Ohio,1,Hispanic,TRUE,19293,Unemployment
Ohio,1,Black,FALSE,37397,PublicWork
Ohio,1,White,TRUE,37250,PrivateWork
Ohio,1,Black,TRUE,33226,PrivateWork
Ohio,1,Black,FALSE,38556,PrivateWork
Ohio,1,Black,TRUE,33110,PrivateWork
