female,Race,Citizen,Income,Profession
1,Hispanic,FALSE,27332,SelfEmployed
1,Hispanic,FALSE,23676,SelfEmployed
1,Hispanic,FALSE,25000,Unemployment
1,Hispanic,FALSE,44964,PrivateWork
1,Hispanic,FALSE,56250,Unemployment
1,Hispanic,FALSE,31507,SelfEmployed
1,Hispanic,FALSE,41774,SelfEmployed
1,Asian,FALSE,71208,PrivateWork
1,Hispanic,FALSE,14868,Unemployment
1,Hispanic,FALSE,15016,Unemployment
1,Hispanic,FALSE,25143,Unemployment
1,Hispanic,FALSE,21336,Unemployment
1,Hispanic,FALSE,24056,Unemployment
1,Hispanic,FALSE,20313,Unemployment
1,Hispanic,FALSE,11787,Unemployment
1,Hispanic,FALSE,23396,Unemployment
1,Hispanic,FALSE,23025,Unemployment
1,Hispanic,FALSE,22644,Unemployment
1,Hispanic,FALSE,16310,Unemployment
1,Hispanic,FALSE,45223,PrivateWork
1,Hispanic,FALSE,26809,SelfEmployed
1,Hispanic,FALSE,28836,Unemployment
1,Hispanic,FALSE,13008,Unemployment
1,Hispanic,FALSE,17928,Unemployment
1,Hispanic,FALSE,12444,Unemployment
1,Asian,FALSE,74886,PrivateWork
1,Hispanic,FALSE,48713,PrivateWork
1,Hispanic,FALSE,78036,PrivateWork
1,Hispanic,FALSE,74938,SelfEmployed
1,Hispanic,FALSE,47888,SelfEmployed
1,Hispanic,FALSE,111735,SelfEmployed
1,Hispanic,FALSE,29795,SelfEmployed
1,Hispanic,FALSE,35217,SelfEmployed
1,Hispanic,FALSE,83379,SelfEmployed
1,Asian,FALSE,125375,SelfEmployed
1,Asian,FALSE,42083,SelfEmployed
1,Hispanic,FALSE,14770,SelfEmployed
1,Hispanic,FALSE,23169,SelfEmployed
1,Hispanic,FALSE,19375,Unemployment
1,Hispanic,FALSE,25855,SelfEmployed
1,Hispanic,FALSE,42537,SelfEmployed
1,Hispanic,FALSE,29914,PrivateWork
1,Hispanic,FALSE,24867,PrivateWork
1,Hispanic,FALSE,40720,PrivateWork
1,Hispanic,FALSE,42963,SelfEmployed
1,Asian,FALSE,32071,SelfEmployed
1,Hispanic,FALSE,35810,SelfEmployed
1,Hispanic,FALSE,75417,PrivateWork
1,Hispanic,FALSE,125707,PrivateWork
1,Hispanic,FALSE,87546,PrivateWork
1,Hispanic,FALSE,72750,PrivateWork
1,Hispanic,FALSE,39138,SelfEmployed
1,Hispanic,FALSE,37254,SelfEmployed
1,Hispanic,FALSE,32525,Unemployment
1,Asian,FALSE,65606,PrivateWork
1,Hispanic,FALSE,50910,SelfEmployed
1,Hispanic,FALSE,,FamilyWork
1,Hispanic,FALSE,107456,PrivateWork
1,Asian,FALSE,83654,SelfEmployed
1,Asian,FALSE,115476,PrivateWork
1,Hispanic,FALSE,37357,Unemployment
1,Asian,FALSE,79250,SelfEmployed
1,Hispanic,FALSE,92981,PrivateWork
1,Hispanic,FALSE,43609,PrivateWork
1,Hispanic,FALSE,50828,SelfEmployed
1,Hispanic,FALSE,59042,SelfEmployed
1,Asian,FALSE,46653,SelfEmployed
1,Hispanic,FALSE,40729,SelfEmployed
1,Hispanic,FALSE,41456,SelfEmployed
1,Hispanic,FALSE,45409,SelfEmployed
1,Hispanic,FALSE,39937,PrivateWork
1,Hispanic,FALSE,48080,SelfEmployed
1,Hispanic,FALSE,43896,SelfEmployed
1,Hispanic,FALSE,40938,SelfEmployed
1,Hispanic,FALSE,51908,PrivateWork
1,Hispanic,FALSE,37017,PrivateWork
1,Hispanic,FALSE,50609,PrivateWork
1,Hispanic,FALSE,21902,SelfEmployed
1,Asian,FALSE,48343,SelfEmployed
1,Asian,FALSE,42500,PrivateWork
1,Hispanic,FALSE,50586,PrivateWork
1,Hispanic,FALSE,49635,PrivateWork
1,Hispanic,FALSE,39420,SelfEmployed
1,Hispanic,FALSE,41613,PrivateWork
1,Asian,FALSE,80035,PrivateWork
1,Asian,FALSE,76644,PrivateWork
1,Asian,FALSE,75288,PrivateWork
1,Hispanic,FALSE,35676,SelfEmployed
1,Hispanic,FALSE,25833,Unemployment
1,Hispanic,FALSE,33977,SelfEmployed
1,Hispanic,FALSE,58265,SelfEmployed
1,Hispanic,FALSE,26025,SelfEmployed
1,Hispanic,FALSE,25823,SelfEmployed
1,Hispanic,FALSE,32621,PrivateWork
1,Hispanic,FALSE,40990,Unemployment
1,Hispanic,FALSE,26424,SelfEmployed
1,Hispanic,FALSE,54043,PrivateWork
1,Asian,FALSE,62750,PrivateWork
1,Hispanic,FALSE,35750,Unemployment
1,Hispanic,FALSE,58353,Unemployment
1,Asian,FALSE,28293,PrivateWork
1,Asian,FALSE,44327,PrivateWork
1,Black,FALSE,55595,PublicWork
1,Pacific,FALSE,33689,PublicWork
1,Hispanic,FALSE,40615,PrivateWork
1,Hispanic,FALSE,25166,Unemployment
1,Hispanic,FALSE,46321,Unemployment
1,Asian,FALSE,22129,Unemployment
1,Hispanic,FALSE,51490,PrivateWork
1,Hispanic,FALSE,39167,PrivateWork
1,Hispanic,FALSE,45283,SelfEmployed
1,Hispanic,FALSE,62330,PrivateWork
1,Hispanic,FALSE,45960,SelfEmployed
1,Hispanic,FALSE,50372,PrivateWork
1,Hispanic,FALSE,39533,SelfEmployed
1,Hispanic,FALSE,26903,Unemployment
1,Hispanic,FALSE,71523,FamilyWork
1,Hispanic,FALSE,53610,PrivateWork
1,Hispanic,FALSE,61794,PrivateWork
1,Asian,FALSE,46250,PrivateWork
1,Hispanic,FALSE,69142,PrivateWork
1,Hispanic,FALSE,42794,PrivateWork
1,Hispanic,FALSE,41134,SelfEmployed
1,Hispanic,FALSE,54150,PrivateWork
1,Hispanic,FALSE,40391,Unemployment
1,Hispanic,FALSE,26112,SelfEmployed
1,Hispanic,FALSE,65781,SelfEmployed
1,Hispanic,FALSE,37775,PrivateWork
1,Hispanic,FALSE,35260,SelfEmployed
1,Hispanic,FALSE,49018,PrivateWork
1,Hispanic,FALSE,65170,PrivateWork
1,Hispanic,FALSE,76818,SelfEmployed
1,Hispanic,FALSE,51487,PrivateWork
1,Hispanic,FALSE,65500,PrivateWork
1,Asian,FALSE,57225,PrivateWork
1,Hispanic,FALSE,47551,SelfEmployed
1,Hispanic,FALSE,43512,PrivateWork
1,Asian,FALSE,40130,PrivateWork
1,Hispanic,FALSE,46464,PrivateWork
1,Hispanic,FALSE,74100,PrivateWork
1,Asian,FALSE,61638,PrivateWork
1,Hispanic,FALSE,45536,PrivateWork
1,Asian,FALSE,58176,PrivateWork
1,Hispanic,FALSE,59183,PrivateWork
1,Asian,FALSE,86114,SelfEmployed
1,Hispanic,FALSE,62171,PrivateWork
1,Hispanic,TRUE,46838,SelfEmployed
1,Hispanic,TRUE,52917,SelfEmployed
1,Hispanic,FALSE,51298,SelfEmployed
1,Asian,TRUE,,PrivateWork
1,Asian,TRUE,59063,PrivateWork
1,White,TRUE,41215,SelfEmployed
1,Asian,TRUE,60982,PublicWork
1,Asian,TRUE,76333,PublicWork
1,Asian,FALSE,46831,PublicWork
1,Hispanic,TRUE,48882,PublicWork
1,Pacific,FALSE,41673,PrivateWork
1,Asian,FALSE,65658,PrivateWork
1,Asian,TRUE,61094,Unemployment
1,Hispanic,FALSE,34417,SelfEmployed
1,Hispanic,TRUE,22455,PrivateWork
1,White,TRUE,49128,PrivateWork
1,Hispanic,TRUE,41434,PrivateWork
1,Hispanic,FALSE,12368,Unemployment
1,Asian,TRUE,41895,SelfEmployed
1,Hispanic,FALSE,24231,Unemployment
1,Hispanic,FALSE,27240,PrivateWork
1,Hispanic,FALSE,29718,PrivateWork
1,Asian,FALSE,34688,Unemployment
1,Hispanic,FALSE,38813,Unemployment
1,Hispanic,FALSE,37016,PrivateWork
1,Hispanic,TRUE,79479,PrivateWork
1,Hispanic,TRUE,67868,PrivateWork
1,Asian,TRUE,59871,PrivateWork
1,Hispanic,FALSE,29694,SelfEmployed
1,Hispanic,FALSE,30485,FamilyWork
1,Hispanic,FALSE,41250,PrivateWork
1,Hispanic,TRUE,46889,PrivateWork
1,Hispanic,TRUE,59426,PrivateWork
1,Hispanic,FALSE,25370,PrivateWork
1,Hispanic,FALSE,26121,Unemployment
1,Hispanic,TRUE,34282,Unemployment
1,Hispanic,FALSE,32437,Unemployment
1,Asian,FALSE,70321,PrivateWork
1,Asian,FALSE,60000,PrivateWork
1,Hispanic,FALSE,26439,Unemployment
1,Hispanic,TRUE,62323,SelfEmployed
1,Hispanic,TRUE,32188,SelfEmployed
1,Pacific,TRUE,39712,SelfEmployed
1,Asian,TRUE,60313,PrivateWork
1,Hispanic,TRUE,38713,SelfEmployed
1,Asian,TRUE,33246,SelfEmployed
1,Hispanic,FALSE,36403,PrivateWork
1,Asian,FALSE,60256,PrivateWork
1,Asian,FALSE,38026,PrivateWork
1,Hispanic,FALSE,41069,PublicWork
1,Asian,FALSE,34627,Unemployment
1,Asian,FALSE,65220,PrivateWork
1,Asian,FALSE,50508,PrivateWork
1,Asian,FALSE,50469,PrivateWork
1,Asian,FALSE,57265,SelfEmployed
1,Hispanic,FALSE,45224,PrivateWork
1,Asian,FALSE,33115,PrivateWork
1,Asian,FALSE,23924,PrivateWork
1,Asian,FALSE,44696,PrivateWork
1,Asian,FALSE,90882,PrivateWork
1,Asian,TRUE,78403,PrivateWork
1,Native,FALSE,44570,PrivateWork
1,Hispanic,FALSE,22705,Unemployment
1,Hispanic,FALSE,47964,PrivateWork
1,Hispanic,FALSE,33693,PrivateWork
1,Hispanic,FALSE,53808,PrivateWork
1,Asian,FALSE,43384,PrivateWork
1,Hispanic,FALSE,32291,PrivateWork
1,Hispanic,FALSE,42350,PrivateWork
1,Hispanic,FALSE,34167,SelfEmployed
1,Hispanic,TRUE,91250,FamilyWork
1,White,TRUE,60313,FamilyWork
1,Hispanic,TRUE,36326,PrivateWork
1,Hispanic,TRUE,57500,SelfEmployed
1,Hispanic,FALSE,48431,PrivateWork
1,Asian,TRUE,64712,SelfEmployed
1,Hispanic,TRUE,95435,PrivateWork
1,Asian,TRUE,32686,PrivateWork
1,White,TRUE,123284,SelfEmployed
1,Asian,TRUE,54087,PrivateWork
1,White,TRUE,83234,PrivateWork
1,Asian,TRUE,56618,SelfEmployed
1,White,TRUE,52829,SelfEmployed
1,White,TRUE,75484,SelfEmployed
1,White,TRUE,55219,SelfEmployed
1,White,TRUE,123750,PrivateWork
1,Asian,TRUE,49856,SelfEmployed
1,Asian,TRUE,62156,PrivateWork
1,Asian,FALSE,63068,SelfEmployed
1,Hispanic,FALSE,43654,PrivateWork
1,Hispanic,FALSE,35084,SelfEmployed
1,Pacific,TRUE,41620,SelfEmployed
1,Hispanic,FALSE,26893,Unemployment
1,Black,FALSE,24291,Unemployment
1,Black,FALSE,28088,Unemployment
1,Hispanic,FALSE,51982,PublicWork
1,Hispanic,FALSE,56975,PrivateWork
1,Hispanic,TRUE,34952,Unemployment
1,Asian,FALSE,46629,PrivateWork
1,Hispanic,TRUE,22837,PrivateWork
1,Hispanic,TRUE,18110,Unemployment
1,Hispanic,TRUE,23373,PrivateWork
1,White,TRUE,23665,PrivateWork
1,Asian,TRUE,54093,SelfEmployed
1,Hispanic,FALSE,35068,PrivateWork
1,Hispanic,FALSE,43100,SelfEmployed
1,Asian,FALSE,28570,PrivateWork
1,Black,FALSE,30215,PublicWork
1,Asian,TRUE,61122,PrivateWork
1,Asian,FALSE,57961,PrivateWork
1,White,TRUE,124231,FamilyWork
1,White,TRUE,101454,SelfEmployed
1,White,TRUE,93403,SelfEmployed
1,Hispanic,FALSE,30166,PrivateWork
1,Asian,FALSE,55865,PrivateWork
1,Hispanic,FALSE,32857,SelfEmployed
1,Hispanic,TRUE,31345,PublicWork
1,Hispanic,FALSE,22212,FamilyWork
1,Hispanic,FALSE,30365,PrivateWork
1,Hispanic,FALSE,31201,PrivateWork
1,Hispanic,FALSE,26457,Unemployment
1,Asian,FALSE,39485,PrivateWork
1,Asian,TRUE,48224,PrivateWork
1,Hispanic,FALSE,57511,Unemployment
1,Hispanic,TRUE,42083,Unemployment
1,Hispanic,FALSE,24743,SelfEmployed
1,Hispanic,TRUE,31250,PrivateWork
1,Hispanic,TRUE,77647,SelfEmployed
1,White,TRUE,52955,SelfEmployed
1,White,TRUE,58380,SelfEmployed
1,Hispanic,FALSE,41779,PrivateWork
1,Asian,FALSE,33371,Unemployment
1,Hispanic,FALSE,22106,Unemployment
1,Pacific,FALSE,54634,PrivateWork
1,Asian,TRUE,44949,PrivateWork
1,Hispanic,TRUE,57353,Unemployment
1,Hispanic,TRUE,37029,Unemployment
1,White,TRUE,31682,PrivateWork
1,Hispanic,TRUE,31422,SelfEmployed
1,White,TRUE,35401,PrivateWork
1,White,TRUE,35817,PrivateWork
1,Hispanic,TRUE,30395,PrivateWork
1,Hispanic,TRUE,59201,PrivateWork
1,Hispanic,TRUE,26267,SelfEmployed
1,White,TRUE,84479,PrivateWork
1,Hispanic,TRUE,27500,FamilyWork
1,White,TRUE,33257,SelfEmployed
1,White,TRUE,59247,SelfEmployed
1,Asian,FALSE,103636,PrivateWork
1,White,TRUE,60923,PrivateWork
1,Asian,FALSE,87073,PrivateWork
1,Hispanic,TRUE,63859,SelfEmployed
1,White,TRUE,49363,PrivateWork
1,Hispanic,TRUE,45333,SelfEmployed
1,Hispanic,TRUE,44051,Unemployment
1,White,TRUE,41678,SelfEmployed
1,Hispanic,FALSE,35688,SelfEmployed
1,White,TRUE,72625,PrivateWork
1,Hispanic,TRUE,29978,PrivateWork
1,Hispanic,TRUE,39628,Unemployment
1,Hispanic,TRUE,65905,PrivateWork
1,Hispanic,FALSE,38621,PrivateWork
1,Hispanic,TRUE,31635,SelfEmployed
1,White,TRUE,50513,SelfEmployed
1,Asian,TRUE,103689,PrivateWork
1,Asian,FALSE,55833,PrivateWork
1,Hispanic,FALSE,56226,PrivateWork
1,Hispanic,FALSE,29725,Unemployment
1,Hispanic,TRUE,50278,PrivateWork
1,Hispanic,TRUE,38750,SelfEmployed
1,Hispanic,TRUE,39536,SelfEmployed
1,Hispanic,TRUE,115781,SelfEmployed
1,Asian,FALSE,93438,SelfEmployed
1,White,TRUE,70278,Unemployment
1,White,TRUE,90625,SelfEmployed
1,Hispanic,TRUE,,Unemployment
1,Hispanic,TRUE,74853,SelfEmployed
1,Hispanic,TRUE,84881,SelfEmployed
1,White,TRUE,87614,SelfEmployed
1,White,TRUE,64282,FamilyWork
1,White,TRUE,77589,FamilyWork
1,Hispanic,TRUE,55719,SelfEmployed
1,Asian,FALSE,49855,SelfEmployed
1,Hispanic,TRUE,58616,SelfEmployed
1,Hispanic,TRUE,63929,PrivateWork
1,White,TRUE,64688,PrivateWork
1,Hispanic,FALSE,76466,PrivateWork
1,Asian,FALSE,56270,SelfEmployed
1,Hispanic,FALSE,43238,SelfEmployed
1,Hispanic,FALSE,56218,SelfEmployed
1,Asian,TRUE,48908,PrivateWork
1,Asian,TRUE,40705,Unemployment
1,Hispanic,TRUE,33528,PrivateWork
1,Hispanic,TRUE,20547,Unemployment
1,White,TRUE,32936,SelfEmployed
1,Hispanic,FALSE,121314,PrivateWork
1,Asian,FALSE,75500,PrivateWork
1,Hispanic,TRUE,79512,PrivateWork
1,Asian,FALSE,92679,SelfEmployed
1,Asian,TRUE,69375,PrivateWork
1,Asian,FALSE,85208,PublicWork
1,Hispanic,FALSE,69864,PrivateWork
1,Asian,FALSE,40533,SelfEmployed
1,White,TRUE,102917,PrivateWork
1,Hispanic,FALSE,66118,PrivateWork
1,Hispanic,FALSE,79909,FamilyWork
1,Asian,TRUE,103942,SelfEmployed
1,Hispanic,TRUE,72391,FamilyWork
1,Hispanic,FALSE,27301,PrivateWork
1,Asian,FALSE,29828,Unemployment
1,White,TRUE,71250,SelfEmployed
1,Asian,FALSE,57664,PrivateWork
1,Asian,TRUE,112500,PrivateWork
1,Hispanic,TRUE,31708,PrivateWork
1,Hispanic,TRUE,26691,PrivateWork
1,Asian,FALSE,37135,PrivateWork
1,Hispanic,TRUE,30000,PrivateWork
1,Hispanic,TRUE,26154,PrivateWork
1,Hispanic,TRUE,36333,SelfEmployed
1,Hispanic,FALSE,30910,SelfEmployed
1,Hispanic,TRUE,34044,Unemployment
1,Hispanic,TRUE,30363,PrivateWork
1,Hispanic,TRUE,33218,PrivateWork
1,Asian,TRUE,29892,PrivateWork
1,Hispanic,FALSE,26453,PrivateWork
1,Pacific,FALSE,28996,SelfEmployed
1,White,TRUE,33670,Unemployment
1,White,TRUE,35938,SelfEmployed
1,Hispanic,TRUE,37889,FamilyWork
1,Hispanic,TRUE,28083,SelfEmployed
1,Hispanic,TRUE,20068,Unemployment
1,Asian,FALSE,37105,FamilyWork
1,Asian,TRUE,84038,PrivateWork
1,Hispanic,TRUE,66403,PrivateWork
1,Hispanic,FALSE,52973,PrivateWork
1,Asian,TRUE,57448,PrivateWork
1,Hispanic,TRUE,50453,PrivateWork
1,White,TRUE,52500,PublicWork
1,Hispanic,TRUE,44976,PrivateWork
1,Hispanic,TRUE,55938,PrivateWork
1,Asian,FALSE,69545,SelfEmployed
1,Hispanic,TRUE,74881,PrivateWork
1,Hispanic,FALSE,64515,PrivateWork
1,Asian,FALSE,72434,FamilyWork
1,Asian,FALSE,69575,PrivateWork
1,Asian,FALSE,78750,FamilyWork
1,Asian,FALSE,80576,PrivateWork
1,Hispanic,FALSE,77554,PrivateWork
1,Hispanic,TRUE,50640,PrivateWork
1,Hispanic,TRUE,40551,Unemployment
1,Asian,TRUE,27500,SelfEmployed
1,White,TRUE,40977,PrivateWork
1,Hispanic,TRUE,44966,PrivateWork
1,White,TRUE,36733,Unemployment
1,White,TRUE,27163,Unemployment
1,Hispanic,TRUE,30630,SelfEmployed
1,Hispanic,TRUE,34188,Unemployment
1,Asian,TRUE,61831,PrivateWork
1,Hispanic,TRUE,58877,PublicWork
1,Hispanic,FALSE,35033,PrivateWork
1,Black,TRUE,32823,PrivateWork
1,Black,TRUE,42353,PublicWork
1,Hispanic,FALSE,45872,PrivateWork
1,Black,TRUE,19235,Unemployment
1,Black,TRUE,32111,Unemployment
1,Black,TRUE,30726,PublicWork
1,Black,FALSE,20901,Unemployment
1,Pacific,FALSE,18516,Unemployment
1,Asian,TRUE,36840,PrivateWork
1,White,TRUE,51972,SelfEmployed
1,Asian,TRUE,44284,PrivateWork
1,Asian,TRUE,54559,PrivateWork
1,White,TRUE,87778,PrivateWork
1,Hispanic,TRUE,68882,SelfEmployed
1,Hispanic,FALSE,77760,FamilyWork
1,Asian,TRUE,48500,PrivateWork
1,Asian,FALSE,42200,PrivateWork
1,Hispanic,TRUE,65855,SelfEmployed
1,Asian,TRUE,39872,PrivateWork
1,Asian,TRUE,62225,PrivateWork
1,Asian,FALSE,44341,PrivateWork
1,Asian,TRUE,49387,PrivateWork
1,Asian,TRUE,45313,Unemployment
1,Hispanic,TRUE,35620,FamilyWork
1,Asian,FALSE,41045,SelfEmployed
1,Asian,TRUE,34167,PrivateWork
1,Asian,TRUE,48626,PrivateWork
1,Asian,TRUE,76724,PrivateWork
1,Hispanic,TRUE,49120,PrivateWork
1,White,TRUE,30146,FamilyWork
1,Asian,TRUE,57143,FamilyWork
1,Asian,TRUE,47474,PrivateWork
1,White,TRUE,36644,PrivateWork
1,White,TRUE,34919,PrivateWork
1,Hispanic,TRUE,37689,PrivateWork
1,White,TRUE,48529,PrivateWork
1,Hispanic,TRUE,26188,Unemployment
1,Hispanic,TRUE,62692,PrivateWork
1,White,TRUE,53843,SelfEmployed
1,White,TRUE,46672,PrivateWork
1,Hispanic,FALSE,41907,PrivateWork
1,Hispanic,TRUE,42971,SelfEmployed
1,White,TRUE,36471,PublicWork
1,Hispanic,TRUE,32885,PrivateWork
1,Asian,TRUE,48646,PrivateWork
1,Hispanic,FALSE,34677,SelfEmployed
1,Hispanic,FALSE,40306,PrivateWork
1,White,TRUE,33160,Unemployment
1,Hispanic,TRUE,60845,PrivateWork
1,Hispanic,TRUE,29744,PrivateWork
1,Hispanic,FALSE,22279,PrivateWork
1,Asian,FALSE,25632,Unemployment
1,Hispanic,FALSE,21603,PrivateWork
1,Hispanic,FALSE,37730,SelfEmployed
1,Asian,TRUE,40181,PrivateWork
1,Hispanic,TRUE,54625,PrivateWork
1,Hispanic,FALSE,63038,PrivateWork
1,Hispanic,TRUE,37944,PrivateWork
1,Hispanic,TRUE,49909,PrivateWork
1,Pacific,FALSE,28763,PrivateWork
1,Hispanic,TRUE,51391,PrivateWork
1,Hispanic,TRUE,35714,PrivateWork
1,Hispanic,TRUE,45879,PrivateWork
1,Hispanic,TRUE,37067,PrivateWork
1,Hispanic,TRUE,29914,PrivateWork
1,Native,TRUE,43242,PrivateWork
1,White,TRUE,27405,PrivateWork
1,Hispanic,TRUE,73990,PrivateWork
1,Hispanic,TRUE,60711,PrivateWork
1,Hispanic,TRUE,82045,PrivateWork
1,Hispanic,TRUE,32112,PrivateWork
1,Hispanic,TRUE,37481,PrivateWork
1,White,TRUE,51528,FamilyWork
1,White,TRUE,36559,PrivateWork
1,Hispanic,TRUE,53699,PrivateWork
1,Asian,TRUE,50174,PrivateWork
1,White,TRUE,50625,PrivateWork
1,Hispanic,FALSE,72500,PrivateWork
1,Asian,FALSE,47216,PrivateWork
1,Asian,FALSE,58229,SelfEmployed
1,Asian,TRUE,28496,Unemployment
1,White,TRUE,46803,SelfEmployed
1,Hispanic,TRUE,73194,SelfEmployed
1,White,TRUE,63889,SelfEmployed
1,White,TRUE,35031,PrivateWork
1,Hispanic,TRUE,32697,SelfEmployed
1,White,TRUE,34913,SelfEmployed
1,White,TRUE,31477,SelfEmployed
1,Asian,FALSE,26520,Unemployment
1,White,TRUE,35156,Unemployment
1,Hispanic,TRUE,37540,PrivateWork
1,Hispanic,TRUE,47627,SelfEmployed
1,Asian,FALSE,30962,SelfEmployed
1,Hispanic,FALSE,25924,Unemployment
1,Hispanic,FALSE,21364,Unemployment
1,Hispanic,FALSE,20919,Unemployment
1,Asian,FALSE,34914,Unemployment
1,Asian,FALSE,72069,PrivateWork
1,Hispanic,FALSE,38036,PrivateWork
1,Hispanic,FALSE,45507,SelfEmployed
1,Hispanic,TRUE,44823,SelfEmployed
1,White,TRUE,65500,SelfEmployed
1,Hispanic,FALSE,50300,Unemployment
1,Hispanic,FALSE,60447,PrivateWork
1,Hispanic,TRUE,40993,PrivateWork
1,Hispanic,FALSE,58366,PrivateWork
1,Hispanic,TRUE,37281,Unemployment
1,Asian,TRUE,46797,SelfEmployed
1,Hispanic,TRUE,41099,PrivateWork
1,Hispanic,FALSE,26165,Unemployment
1,Hispanic,TRUE,50982,PrivateWork
1,Hispanic,FALSE,38487,SelfEmployed
1,Hispanic,FALSE,54188,PrivateWork
1,Hispanic,TRUE,32489,FamilyWork
1,Hispanic,FALSE,27021,Unemployment
1,Hispanic,TRUE,30072,PrivateWork
1,Hispanic,FALSE,33893,PrivateWork
1,Hispanic,TRUE,38750,Unemployment
1,Hispanic,FALSE,17472,Unemployment
1,Hispanic,FALSE,46902,PrivateWork
1,Hispanic,FALSE,34899,PrivateWork
1,Asian,FALSE,46250,PrivateWork
1,Hispanic,FALSE,38138,PrivateWork
1,Native,TRUE,,SelfEmployed
1,Hispanic,TRUE,45638,PrivateWork
1,Hispanic,FALSE,36890,PrivateWork
1,Hispanic,TRUE,54513,PrivateWork
1,Hispanic,TRUE,49162,PrivateWork
1,Asian,FALSE,39796,PrivateWork
1,Hispanic,FALSE,55457,PublicWork
1,Hispanic,FALSE,33313,PrivateWork
1,Hispanic,FALSE,34523,SelfEmployed
1,Hispanic,TRUE,32798,Unemployment
1,Hispanic,FALSE,34528,PrivateWork
1,Hispanic,FALSE,18313,Unemployment
1,Hispanic,FALSE,26699,Unemployment
1,Black,TRUE,30674,Unemployment
1,Hispanic,FALSE,31989,SelfEmployed
1,Hispanic,TRUE,30105,SelfEmployed
1,White,TRUE,70000,SelfEmployed
1,White,TRUE,79009,SelfEmployed
1,White,TRUE,74490,PrivateWork
1,Asian,TRUE,50583,PrivateWork
1,White,FALSE,156429,PrivateWork
1,Asian,FALSE,79721,PrivateWork
1,Hispanic,TRUE,43431,PrivateWork
1,Black,TRUE,31400,PrivateWork
1,Native,TRUE,54231,FamilyWork
1,Hispanic,TRUE,54724,PrivateWork
1,White,TRUE,58542,SelfEmployed
1,White,TRUE,45854,PrivateWork
1,Asian,TRUE,59460,FamilyWork
1,White,TRUE,67632,FamilyWork
1,Hispanic,FALSE,12196,Unemployment
1,Black,FALSE,13397,Unemployment
1,Hispanic,FALSE,27485,PrivateWork
1,Asian,FALSE,29188,FamilyWork
1,Hispanic,FALSE,29175,Unemployment
1,White,TRUE,48611,SelfEmployed
1,White,TRUE,40865,SelfEmployed
1,Hispanic,TRUE,33527,PrivateWork
1,Hispanic,TRUE,41213,PrivateWork
1,Hispanic,FALSE,35466,PrivateWork
1,Hispanic,TRUE,60417,PrivateWork
1,Asian,FALSE,43376,PrivateWork
1,Hispanic,TRUE,60839,Unemployment
1,Hispanic,TRUE,34363,Unemployment
1,White,TRUE,60152,SelfEmployed
1,White,TRUE,53337,PublicWork
1,Asian,FALSE,49063,PrivateWork
1,White,TRUE,44395,SelfEmployed
1,Hispanic,FALSE,40520,SelfEmployed
1,Hispanic,FALSE,30459,SelfEmployed
1,White,TRUE,85449,SelfEmployed
1,White,TRUE,84811,SelfEmployed
1,Hispanic,FALSE,43246,PrivateWork
1,White,TRUE,54470,SelfEmployed
1,Hispanic,TRUE,55548,PrivateWork
1,Hispanic,TRUE,52083,SelfEmployed
1,Hispanic,FALSE,63641,SelfEmployed
1,Hispanic,TRUE,55914,SelfEmployed
1,Hispanic,TRUE,54150,SelfEmployed
1,Native,TRUE,51750,SelfEmployed
1,Hispanic,TRUE,44727,PrivateWork
1,White,TRUE,84545,SelfEmployed
1,Asian,FALSE,41745,SelfEmployed
1,White,TRUE,62929,SelfEmployed
1,White,TRUE,61979,SelfEmployed
1,Asian,TRUE,69443,SelfEmployed
1,Hispanic,TRUE,63975,SelfEmployed
1,White,TRUE,52436,FamilyWork
1,Hispanic,TRUE,40840,SelfEmployed
1,White,TRUE,56563,PrivateWork
1,White,TRUE,51393,PrivateWork
1,Asian,TRUE,41446,SelfEmployed
1,Hispanic,TRUE,41824,SelfEmployed
1,White,TRUE,42759,Unemployment
1,Asian,TRUE,52088,SelfEmployed
1,Hispanic,TRUE,33897,SelfEmployed
1,Hispanic,TRUE,42589,PrivateWork
1,White,TRUE,63510,SelfEmployed
1,White,TRUE,59102,SelfEmployed
1,White,TRUE,45554,FamilyWork
1,Black,TRUE,25985,Unemployment
1,Hispanic,FALSE,43103,FamilyWork
1,Hispanic,FALSE,40278,SelfEmployed
1,Asian,TRUE,47455,PublicWork
1,Hispanic,FALSE,19668,Unemployment
1,Asian,FALSE,87344,PrivateWork
1,Asian,FALSE,43730,FamilyWork
1,Asian,TRUE,83393,PrivateWork
1,Asian,TRUE,70648,PrivateWork
1,Pacific,FALSE,44129,PrivateWork
1,Hispanic,FALSE,36303,SelfEmployed
1,Hispanic,TRUE,72989,PrivateWork
1,Hispanic,TRUE,80303,PublicWork
1,Pacific,FALSE,89500,PrivateWork
1,Asian,TRUE,57995,PrivateWork
1,Hispanic,TRUE,60057,FamilyWork
1,Hispanic,FALSE,47464,SelfEmployed
1,Hispanic,TRUE,40000,PrivateWork
1,Hispanic,TRUE,58000,PrivateWork
1,Hispanic,FALSE,69688,PrivateWork
1,Hispanic,FALSE,42392,PrivateWork
1,Hispanic,FALSE,51933,PrivateWork
1,Asian,FALSE,58005,PrivateWork
1,Hispanic,FALSE,50448,SelfEmployed
1,White,TRUE,83125,PrivateWork
1,Hispanic,TRUE,49096,PrivateWork
1,Hispanic,FALSE,41750,PrivateWork
